id,state,county,zip_3_level,order_year,order_month,species,panel_name,assay_name,remark,site,source,org_standard,age_year,R1,H1,W1,N5,N3,I2,E1,O1,N4,N6,N2,B1,Z1,W2,Z2,F1,M2,T1,K1,D1,S1,D3,E2,B2,L1,O2,W4,H3,H4,X1,T2,Z4,U1,Z3,W5,J1,O3,V1,I1,G1,A1,R3,FUSIDIC ACID,B3,D4,H2,CEFOPERAZONE,N1,C1,R2,P1,D2,W3,Q1,H5,M1,Y1
895750,New York,New York,100,2022,7,CANINE,URINE CULTURE & MIC,URINE CULTURE RESULTS,None,None,URINE,PROTEUS MIRABILIS,None,S,S,S,N/I,S,S,S,I,S,N/I,N/I,I,I,S,I,None,R,S,None,S,S,S,S,S,S,None,None,S,S,S,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
895750,New York,New York,100,2022,7,CANINE,URINE CULTURE & MIC,URINE CULTURE RESULTS,None,None,URINE,PROTEUS MIRABILIS,None,S,R,S,None,S,S,S,S,S,None,None,S,S,S,S,S,S,S,None,None,S,None,None,S,None,None,None,S,R,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
43042,New York,New York,100,2022,7,FELINE,URINE CULT & SUSCEPTIBILITY,URINE CULTURE RESULTS,None,None,URINE,E COLI,None,S,R,S,None,S,S,S,S,S,None,None,S,S,S,S,None,S,S,None,R,R,R,S,S,None,None,None,S,R,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
208909,New York,New York,100,2022,2,CANINE,URINE CULT & SUSCEPTIBILITY,URINE CULTURE RESULTS,None,None,URINE,E COLI,11,S,S,S,N/I,S,S,S,S,S,None,N/I,S,S,S,S,None,S,S,N/I,S,S,S,S,S,None,None,S,S,S,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
546100,New York,New York,100,2022,7,FELINE,URINE CULT & SUSCEPTIBILITY,URINE CULTURE RESULTS,None,None,URINE,E COLI,16,S,S,S,None,I,S,S,S,S,None,None,None,S,S,S,None,R,S,None,S,S,S,S,S,S,None,S,S,S,S,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
390233,New York,New York,100,2022,3,CANINE,URINE CULT & SUSCEPTIBILITY,URINE CULTURE RESULTS,None,None,URINE,STAPHYLOCOCCUS PSEUDINTERMEDIUS,10,S,R,S,N/I,S,S,S,S,S,N/I,None,S,S,S,S,None,None,S,None,S,S,S,S,S,S,None,None,S,R,S,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
390233,New York,New York,100,2022,3,CANINE,URINE CULT & SUSCEPTIBILITY,URINE CULTURE RESULTS,None,None,URINE,STAPHYLOCOCCUS PSEUDINTERMEDIUS,10,R,R,S,N/I,R,R,S,R,R,N/I,N/I,I,R,S,R,None,S,R,None,S,S,S,S,S,S,R,None,R,R,S,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
895750,New York,New York,100,2022,7,CANINE,URINE CULTURE & MIC,URINE CULTURE RESULTS,None,None,URINE,PROTEUS MIRABILIS,None,S,S,N/I,N/I,N/I,None,S,I,N/I,N/I,N/I,S,I,N/I,I,S,N/I,N/I,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
457718,New York,New York,100,2022,10,CANINE,URINE CULT & SUSCEPTIBILITY,URINE CULTURE RESULTS,None,None,URINE,E COLI,15,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
390233,New York,New York,100,2022,3,CANINE,URINE CULT & SUSCEPTIBILITY,URINE CULTURE RESULTS,None,None,URINE,STAPHYLOCOCCUS PSEUDINTERMEDIUS,10,S,S,S,S,S,I,S,S,S,S,S,R,S,S,S,None,S,N/I,None,N/I,N/I,N/I,N/I,N/I,None,None,None,N/I,N/I,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
638130,New York,New York,100,2022,11,CANINE,URINE CULT & SUSCEPTIBILITY,URINE CULTURE RESULTS,None,None,URINE,E COLI,12,S,R,S,S,S,R,S,S,S,S,S,S,S,S,S,S,S,S,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
747732,New York,New York,100,2022,4,CANINE,URINE CULT & SUSCEPTIBILITY,URINE CULTURE RESULTS,None,None,URINE,E COLI,14,N/I,N/I,S,S,N/I,None,N/I,S,N/I,None,None,N/I,S,S,S,None,None,S,S,N/I,N/I,N/I,N/I,N/I,N/I,None,N/I,N/I,N/I,N/I,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
53241,New York,New York,100,2022,11,FELINE,URINE CULT & SUSCEPTIBILITY,URINE CULTURE RESULTS,None,None,URINE,E COLI,18,S,S,N/I,None,N/I,None,S,S,N/I,None,None,S,S,N/I,S,I,N/I,N/I,None,None,N/I,None,None,N/I,None,None,None,N/I,N/I,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
53241,New York,New York,100,2022,11,FELINE,URINE CULT & SUSCEPTIBILITY,URINE CULTURE RESULTS,None,None,URINE,ENTEROCOCCUS FAECALIS,18,S,S,S,S,S,I,I,S,S,S,S,S,S,S,S,S,S,S,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
53241,New York,New York,100,2022,12,FELINE,URINE CULT & SUSCEPTIBILITY,URINE CULTURE RESULTS,None,None,URINE,E COLI,18,R,N/I,S,S,S,R,S,S,R,S,S,S,S,S,S,None,S,S,R,N/I,N/I,N/I,N/I,S,N/I,None,S,N/I,N/I,N/I,None,N/I,N/I,S,S,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
506734,New York,New York,100,2022,3,CANINE,URINE CULT & SUSCEPTIBILITY,URINE CULTURE RESULTS,None,None,URINE,ENTEROCOCCUS FAECALIS,12,R,R,S,R,R,R,I,S,R,R,R,S,S,S,S,S,S,S,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
669543,New York,New York,100,2022,3,CANINE,URINE CULT & SUSCEPTIBILITY,URINE CULTURE RESULTS,None,None,URINE,E COLI,13,S,S,S,S,S,I,S,S,S,S,S,S,S,S,S,S,S,S,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
800719,New York,New York,100,2022,6,CANINE,URINE CULT & SUSCEPTIBILITY,URINE CULTURE RESULTS,None,None,URINE,E COLI,None,S,S,S,S,S,S,I,S,S,S,S,S,S,S,S,S,S,S,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
416410,New York,New York,100,2022,8,FELINE,URINE CULT & SUSCEPTIBILITY,URINE CULTURE RESULTS,None,None,URINE,E COLI,14,S,R,S,None,S,S,S,S,S,None,None,S,S,S,S,None,S,S,None,S,S,S,S,S,S,None,S,S,R,S,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
416410,New York,New York,100,2022,8,FELINE,URINE CULT & SUSCEPTIBILITY,URINE CULTURE RESULTS,None,None,URINE,STAPHYLOCOCCUS AUREUS,14,S,S,S,None,S,S,S,S,S,None,None,S,S,S,S,None,S,S,None,S,S,S,S,S,None,None,None,S,S,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
648795,New York,New York,100,2022,1,CANINE,URINE CULT & SUSCEPTIBILITY,URINE CULTURE RESULTS,None,None,URINE,E COLI,13,R,R,S,R,R,R,S,R,R,R,R,S,R,S,R,None,S,S,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
546100,New York,New York,100,2022,7,FELINE,URINE CULT & SUSCEPTIBILITY,URINE CULTURE RESULTS,None,None,URINE,E COLI,16,S,S,N/I,N/I,N/I,None,S,S,N/I,N/I,N/I,R,S,N/I,S,None,N/I,N/I,None,R,None,R,S,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
208909,New York,New York,100,2022,2,CANINE,URINE CULT & SUSCEPTIBILITY,URINE CULTURE RESULTS,None,None,URINE,E COLI,11,None,None,S,S,S,None,None,S,S,None,None,S,S,S,S,None,S,S,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
208909,New York,New York,100,2022,2,CANINE,URINE CULT & SUSCEPTIBILITY,URINE CULTURE RESULTS,None,None,URINE,E COLI,11,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,None,S,S,None,N/I,None,N/I,N/I,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
648795,New York,New York,100,2022,1,CANINE,URINE CULT & SUSCEPTIBILITY,URINE CULTURE RESULTS,None,None,URINE,E COLI,13,R,R,S,N/I,R,R,S,R,R,N/I,N/I,R,R,R,R,None,R,R,None,R,R,R,S,R,None,None,None,R,R,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
648795,New York,New York,100,2022,1,CANINE,URINE CULT & SUSCEPTIBILITY,URINE CULTURE RESULTS,None,None,URINE,E COLI,13,S,R,S,N/I,S,S,R,S,S,None,N/I,S,S,I,S,None,S,S,N/I,R,S,R,R,S,None,None,N/I,S,R,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
546100,New York,New York,100,2022,7,FELINE,URINE CULT & SUSCEPTIBILITY,URINE CULTURE RESULTS,None,None,URINE,E COLI,16,S,R,S,N/I,S,S,S,S,S,N/I,N/I,R,S,R,S,None,S,S,None,S,S,S,S,R,None,None,R,S,R,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
546100,New York,New York,100,2022,7,FELINE,URINE CULT & SUSCEPTIBILITY,URINE CULTURE RESULTS,None,None,URINE,E COLI,16,R,N/I,S,S,S,R,S,S,R,S,S,R,S,S,S,None,S,S,None,N/I,N/I,N/I,N/I,N/I,N/I,None,None,N/I,N/I,N/I,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
53241,New York,New York,100,2022,11,FELINE,URINE CULT & SUSCEPTIBILITY,URINE CULTURE RESULTS,None,None,URINE,E COLI,18,S,R,S,N/I,S,S,S,S,S,N/I,N/I,S,S,S,S,None,S,S,None,S,S,S,S,S,None,None,None,S,R,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
53241,New York,New York,100,2022,11,FELINE,URINE CULT & SUSCEPTIBILITY,URINE CULTURE RESULTS,None,None,URINE,ENTEROCOCCUS FAECALIS,18,N/I,N/I,S,S,N/I,None,N/I,S,N/I,N/I,N/I,N/I,S,S,S,None,None,R,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
53241,New York,New York,100,2022,12,FELINE,URINE CULT & SUSCEPTIBILITY,URINE CULTURE RESULTS,None,None,URINE,E COLI,18,S,S,N/I,N/I,N/I,None,S,I,N/I,N/I,N/I,S,I,N/I,S,R,N/I,N/I,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
43042,New York,New York,100,2022,7,FELINE,URINE CULT & SUSCEPTIBILITY,URINE CULTURE RESULTS,None,None,URINE,E COLI,None,S,S,S,None,S,S,S,S,S,None,None,S,S,S,S,None,S,S,None,S,S,S,S,S,None,None,None,S,S,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
416410,New York,New York,100,2022,8,FELINE,URINE CULT & SUSCEPTIBILITY,URINE CULTURE RESULTS,None,None,URINE,E COLI,14,None,None,S,S,None,None,None,S,None,None,None,None,I,S,S,None,None,S,S,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
37544,New York,New York,100,2022,2,CANINE,URINE CULT & SUSCEPTIBILITY,URINE CULTURE RESULTS,None,None,URINE,ENTEROCOCCUS SP,12,S,S,S,None,S,S,S,S,S,None,None,S,S,S,S,None,S,S,None,S,S,S,S,S,None,None,None,S,S,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
242540,New York,New York,100,2022,1,CANINE,URINE CULT & SUSCEPTIBILITY,URINE CULTURE RESULTS,None,None,URINE,PROTEUS MIRABILIS,14,S,R,S,None,S,S,S,R,S,None,None,R,R,I,R,None,R,S,None,R,R,R,S,R,None,None,None,S,R,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
37544,New York,New York,100,2022,2,CANINE,URINE CULT & SUSCEPTIBILITY,URINE CULTURE RESULTS,None,None,URINE,ENTEROCOCCUS SP,12,S,R,S,None,S,S,R,S,S,None,None,R,S,S,S,None,S,S,None,R,R,R,S,R,S,None,None,S,R,S,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
37544,New York,New York,100,2022,2,CANINE,URINE CULT & SUSCEPTIBILITY,URINE CULTURE RESULTS,None,None,URINE,ENTEROCOCCUS SP,12,S,R,S,S,S,S,S,S,S,None,S,S,S,S,S,None,S,S,S,N/I,N/I,N/I,S,N/I,None,None,S,N/I,N/I,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
125547,New York,New York,100,2022,2,FELINE,URINE CULT & SUSCEPTIBILITY,URINE CULTURE RESULTS,None,None,URINE,ENTEROCOCCUS FAECALIS,16,S,S,S,S,S,S,I,S,S,S,S,S,S,S,S,S,S,S,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
484780,New York,New York,100,2022,10,FELINE,URINE CULT & SUSCEPTIBILITY,URINE CULTURE RESULTS,None,None,URINE,ENTEROCOCCUS FAECALIS,14,R,R,S,R,R,R,S,R,R,R,R,R,R,S,R,None,S,S,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
829838,New York,New York,100,2022,2,CANINE,URINE CULT & SUSCEPTIBILITY,URINE CULTURE RESULTS,None,None,URINE,E COLI,14,S,S,S,S,S,S,I,S,S,S,S,S,S,S,S,S,S,S,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
440701,New York,New York,100,2022,6,FELINE,URINE CULT & SUSCEPTIBILITY,URINE CULTURE RESULTS,None,None,URINE,STAPHYLOCOCCUS FELIS,18,R,R,S,S,S,R,S,S,S,S,S,R,S,S,S,None,S,S,S,None,None,None,None,S,None,None,S,None,None,None,None,None,None,None,S,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
538824,New York,New York,100,2022,5,CANINE,URINE CULT & SUSCEPTIBILITY,URINE CULTURE RESULTS,None,None,URINE,ENTEROCOCCUS FAECALIS,None,S,S,S,None,S,S,S,S,S,None,None,S,S,S,S,None,S,S,None,S,S,S,S,S,S,None,S,S,S,S,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
538824,New York,New York,100,2022,5,CANINE,URINE CULT & SUSCEPTIBILITY,URINE CULTURE RESULTS,None,None,URINE,ENTEROCOCCUS FAECALIS,None,S,R,S,None,S,S,S,S,S,None,None,None,S,S,S,None,S,S,None,R,R,R,S,S,S,None,S,S,R,S,None,S,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
829838,New York,New York,100,2022,2,CANINE,URINE CULT & SUSCEPTIBILITY,URINE CULTURE RESULTS,None,None,URINE,E COLI,14,S,S,S,None,S,S,S,S,S,None,None,S,S,S,S,S,S,S,None,None,S,None,None,S,None,None,None,S,S,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
242540,New York,New York,100,2022,1,CANINE,URINE CULT & SUSCEPTIBILITY,URINE CULTURE RESULTS,None,None,URINE,PROTEUS MIRABILIS,14,R,R,S,None,R,R,S,R,R,None,None,S,R,I,R,None,S,R,None,R,R,R,S,S,None,None,None,R,R,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
778698,New York,New York,100,2022,3,CANINE,URINE CULT & SUSCEPTIBILITY,URINE CULTURE RESULTS,None,None,URINE,E COLI,11,S,S,S,S,I,S,I,S,S,S,S,S,S,S,S,S,S,S,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
778698,New York,New York,100,2022,3,CANINE,URINE CULT & SUSCEPTIBILITY,URINE CULTURE RESULTS,None,None,URINE,KLEBSIELLA SP,11,S,S,None,None,None,None,S,I,None,None,None,R,I,None,S,S,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
778698,New York,New York,100,2022,5,CANINE,URINE CULT & SUSCEPTIBILITY,URINE CULTURE RESULTS,None,None,URINE,KLEBSIELLA PNEUMONIAE,11,R,R,S,S,S,R,S,S,S,None,S,R,S,S,S,None,S,N/I,N/I,None,None,None,S,None,None,None,S,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
778698,New York,New York,100,2022,5,CANINE,URINE CULT & SUSCEPTIBILITY,URINE CULTURE RESULTS,None,None,URINE,E COLI,11,S,S,None,None,None,None,S,S,None,None,None,S,S,None,S,S,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
521023,New York,New York,100,2022,4,CANINE,URINE CULTURE & MIC,URINE CULTURE RESULTS,None,None,URINE,PROTEUS MIRABILIS,None,S,R,S,S,S,S,S,S,S,S,S,R,S,R,S,S,R,S,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
